a,b,c,d
38.4,66.7,220.3,-66.621875
97.1,89.6,478.0,-89.56910401647785
63.0,57.4,309.4,-57.35238095238095
9.5,69.1,107.1,-68.78421052631579
4.7,47.9,66.7,-47.261702127659575
22.2,93.9,182.7,-93.76486486486488
21.8,47.3,134.5,-47.16238532110091
13.3,15.9,69.10000000000001,-15.674436090225564
29.9,49.8,169.39999999999998,-49.69966555183946
79.6,39.7,358.09999999999997,-39.66231155778895
5.9,62.2,85.80000000000001,-61.69152542372882
35.4,21.6,163.2,-21.515254237288136
29.6,76.1,194.5,-75.99864864864864
27.1,96.7,205.10000000000002,-96.58929889298894
96.9,19.7,407.3,-19.66904024767802
39.8,64.1,223.29999999999998,-64.02462311557788
69.9,42.0,321.6,-41.957081545064376
79.2,41.3,358.1,-41.26212121212121
73.8,55.8,351.0,-55.759349593495934
29.0,27.4,143.4,-27.29655172413793
22.6,63.7,154.10000000000002,-63.56725663716814
74.9,3.0,302.6,-2.959946595460614
45.6,76.1,258.5,-76.03421052631579
50.1,60.4,260.8,-60.34011976047904
22.8,83.9,175.10000000000002,-83.76842105263158
74.5,34.0,332.0,-33.95973154362416
82.1,48.3,376.7,-48.26345919610231
16.2,97.2,162.0,-97.01481481481481
28.7,92.4,207.2,-92.29547038327527
61.7,49.0,295.8,-48.95137763371151
78.4,92.9,406.5,-92.86173469387755
54.5,4.0,222.0,-3.944954128440367
46.1,37.5,221.9,-37.43492407809111
58.6,70.2,304.6,-70.14880546075085
85.8,46.1,389.3,-46.06503496503497
79.8,70.9,390.1,-70.8624060150376
91.8,58.7,425.9,-58.66732026143791
73.1,1.0,293.4,-0.9589603283173734
22.7,63.5,154.3,-63.36784140969163
91.2,48.3,413.1,-48.267105263157895
54.2,40.7,257.5,-40.64464944649447
72.0,90.5,378.5,-90.45833333333333
1.2,35.0,39.8,-32.5
11.9,41.5,89.1,-41.247899159663866
81.0,85.3,409.3,-85.26296296296296
1.5,61.2,67.2,-59.2
98.7,85.2,480.0,-85.16960486322189
42.3,12.7,181.89999999999998,-12.629078014184396
22.4,85.4,175.0,-85.26607142857144
47.8,10.7,201.89999999999998,-10.63723849372385
10.7,29.8,72.6,-29.5196261682243
18.8,93.9,169.10000000000002,-93.7404255319149
87.5,13.4,363.4,-13.365714285714287
29.5,68.7,186.7,-68.59830508474576
93.2,2.0,374.8,-1.9678111587982832
33.5,25.0,159.0,-24.91044776119403
99.2,6.3,403.1,-6.269758064516129
37.7,96.3,247.10000000000002,-96.22042440318302
93.7,74.6,449.4,-74.56798292422624
52.1,98.4,306.8,-98.34241842610365
85.3,5.4,346.59999999999997,-5.364830011723329
82.5,36.9,366.9,-36.86363636363636
35.9,36.3,179.89999999999998,-36.21643454038997
68.3,14.9,288.09999999999997,-14.856076134699855
38.2,69.7,222.5,-69.62146596858639
39.8,74.6,233.79999999999998,-74.52462311557788
27.3,61.7,170.9,-61.59010989010989
53.8,74.4,289.6,-74.34423791821563
32.5,77.4,207.4,-77.3076923076923
16.7,50.1,116.9,-49.92035928143713
60.7,80.9,323.70000000000005,-80.8505766062603
51.4,20.1,225.7,-20.041634241245138
43.7,13.6,188.4,-13.531350114416476
82.0,4.5,332.5,-4.463414634146342
10.3,95.5,136.7,-95.20873786407768
92.8,88.3,459.5,-88.26767241379311
27.2,28.7,137.5,-28.58970588235294
28.6,29.4,143.8,-29.295104895104895
60.1,42.5,282.9,-42.45008319467554
10.9,17.8,61.400000000000006,-17.524770642201837
54.2,52.4,269.2,-52.344649446494465
67.5,21.3,291.3,-21.255555555555556
6.8,8.0,35.2,-7.5588235294117645
32.4,66.7,196.3,-66.60740740740741
90.3,64.8,426.0,-64.76677740863786
28.7,56.4,171.2,-56.29547038327526
71.2,86.5,371.3,-86.45786516853933
1.9,96.6,104.19999999999999,-95.02105263157894
88.1,22.0,374.4,-21.96594778660613
72.2,17.6,306.40000000000003,-17.558448753462606
5.8,27.1,50.3,-26.582758620689656
53.6,11.2,225.6,-11.144029850746268
18.6,97.9,172.3,-97.73870967741937
90.3,64.2,425.4,-64.16677740863787
25.6,31.4,133.8,-31.2828125
58.1,74.1,306.5,-74.04836488812391
65.5,83.7,345.7,-83.65419847328245
20.9,86.0,169.6,-85.85645933014354
57.0,72.2,300.2,-72.14736842105263
17.6,39.4,109.80000000000001,-39.22954545454545
9.1,56.6,93.0,-56.27032967032967
9.3,39.4,76.6,-39.07741935483871
14.7,60.1,118.9,-59.89591836734694
40.4,77.0,238.6,-76.92574257425743
38.7,7.4,162.20000000000002,-7.322480620155039
13.1,32.3,84.69999999999999,-32.07099236641221
68.6,9.1,283.5,-9.056268221574344
38.0,27.6,179.6,-27.52105263157895
90.5,34.0,396.0,-33.966850828729285
35.4,28.3,169.9,-28.215254237288136
81.1,91.4,415.79999999999995,-91.36300863131936
30.7,20.0,142.8,-19.90228013029316
2.4,43.8,53.4,-42.55
8.7,68.1,102.89999999999999,-67.7551724137931
44.0,96.5,272.5,-96.43181818181819
98.4,59.3,452.90000000000003,-59.26951219512195
31.7,27.0,153.8,-26.905362776025235
49.0,32.6,228.6,-32.53877551020408
77.1,87.0,395.4,-86.96108949416342
19.7,9.2,88.0,-9.047715736040608
76.7,89.4,396.20000000000005,-89.36088657105607
54.4,1.0,218.6,-0.9448529411764706
94.4,65.8,443.40000000000003,-65.76822033898304
70.2,27.8,308.6,-27.757264957264958
55.9,42.3,265.9,-42.24633273703041
4.9,16.6,36.2,-15.987755102040818
51.6,95.7,302.1,-95.64186046511628
78.2,63.2,376.0,-63.161636828644504
18.8,9.4,84.60000000000001,-9.240425531914894
83.2,8.8,341.6,-8.763942307692309
15.9,57.1,120.7,-56.91132075471698
73.0,24.6,316.6,-24.558904109589044
99.4,80.3,477.90000000000003,-80.26981891348088
48.2,18.0,210.8,-17.937759336099585
90.0,10.1,370.1,-10.066666666666666
57.9,64.2,295.8,-64.14818652849742
48.1,12.5,204.9,-12.437629937629938
18.2,97.1,169.89999999999998,-96.93516483516483
8.3,45.8,79.0,-45.438554216867466
11.5,86.0,132.0,-85.73913043478261
43.3,78.2,251.39999999999998,-78.13071593533488
26.3,2.2,107.4,-2.0859315589353615
49.6,9.5,207.9,-9.439516129032258
21.9,1.2,88.8,-1.0630136986301368
31.6,62.3,188.7,-62.20506329113924
38.4,89.7,243.3,-89.621875
32.5,99.6,229.6,-99.5076923076923
30.4,68.9,190.5,-68.80131578947369
39.2,40.5,197.3,-40.423469387755105
44.5,61.8,239.8,-61.732584269662915
12.8,88.0,139.2,-87.765625
73.7,35.4,330.2,-35.359294436906374
26.3,20.1,125.30000000000001,-19.985931558935363
73.6,24.6,319.0,-24.559239130434783
92.6,2.3,372.7,-2.2676025917926563
82.9,58.5,390.1,-58.46381182147165
12.8,75.2,126.4,-74.965625
38.5,12.8,166.8,-12.722077922077922
74.0,94.1,390.1,-94.05945945945945
34.0,13.4,149.4,-13.311764705882354
51.9,30.6,238.2,-30.54219653179191
34.0,60.1,196.1,-60.01176470588236
26.2,14.3,119.1,-14.185496183206107
66.5,98.8,364.8,-98.75488721804511
25.7,64.1,166.89999999999998,-63.98326848249027
56.9,58.0,285.6,-57.94727592267135
72.7,50.0,340.8,-49.95873452544704
86.9,56.8,404.40000000000003,-56.76547756041427
23.1,66.2,158.60000000000002,-66.07012987012988
84.3,98.7,435.9,-98.6644128113879
23.4,18.6,112.19999999999999,-18.471794871794874
62.9,88.4,340.0,-88.3523052464229
22.1,14.0,102.4,-13.864253393665159
27.9,33.3,144.89999999999998,-33.192473118279565
40.9,63.9,227.5,-63.82665036674816
75.5,41.1,343.1,-41.060264900662254
38.8,69.1,224.29999999999998,-69.02268041237113
87.0,27.6,375.6,-27.56551724137931
8.4,86.3,119.9,-85.94285714285714
40.0,37.0,197.0,-36.925
39.1,41.3,197.7,-41.223273657289
24.5,75.4,173.4,-75.27755102040817
76.2,64.2,369.0,-64.16062992125984
89.5,95.7,453.7,-95.66648044692738
36.9,85.6,233.2,-85.51869918699187
62.1,99.7,348.1,-99.65169082125604
90.2,72.5,433.3,-72.46674057649668
98.7,35.8,430.6,-35.76960486322188
59.5,35.0,273.0,-34.94957983193277
1.2,79.2,84.0,-76.7
75.0,68.8,368.8,-68.75999999999999
13.1,57.8,110.19999999999999,-57.57099236641221
78.9,48.4,364.0,-48.36197718631178
23.4,90.0,183.6,-89.87179487179488
44.0,7.9,183.9,-7.831818181818182
95.7,94.5,477.3,-94.46865203761756
21.9,35.1,122.69999999999999,-34.963013698630135
45.5,65.9,247.9,-65.83406593406593
82.4,94.3,423.90000000000003,-94.2635922330097
48.6,26.3,220.70000000000002,-26.238271604938273
16.4,33.6,99.19999999999999,-33.41707317073171
2.0,49.2,57.2,-47.7
90.7,27.6,390.40000000000003,-27.566923925027563
27.0,2.7,110.7,-2.588888888888889
26.0,62.6,166.6,-62.48461538461539
91.2,7.4,372.2,-7.367105263157895
50.9,50.0,253.6,-49.94106090373281
99.1,19.9,416.29999999999995,-19.86972754793138
34.7,32.8,171.60000000000002,-32.71354466858789
4.1,77.6,94.0,-76.86829268292682
38.2,77.3,230.10000000000002,-77.22146596858639
86.9,40.9,388.5,-40.86547756041427
4.9,64.3,83.9,-63.68775510204081
13.0,32.0,84.0,-31.76923076923077
65.6,64.7,327.09999999999997,-64.65426829268293
82.3,81.2,410.4,-81.16354799513974
58.8,4.6,239.79999999999998,-4.548979591836734
36.9,46.4,194.0,-46.31869918699187
4.5,83.0,101.0,-82.33333333333333
97.0,43.0,431.0,-42.96907216494845
75.8,82.6,385.79999999999995,-82.56042216358838
79.6,1.8,320.2,-1.7623115577889448
46.9,21.8,209.4,-21.736034115138594
74.4,88.9,386.5,-88.85967741935484
91.9,21.1,388.70000000000005,-21.06735582154516
71.7,22.9,309.7,-22.8581589958159
33.0,28.5,160.5,-28.40909090909091
63.2,44.0,296.8,-43.95253164556962
84.4,20.9,358.5,-20.864454976303318
35.5,17.4,159.4,-17.31549295774648
43.5,95.9,269.9,-95.83103448275862
78.4,44.3,357.90000000000003,-44.26173469387755
7.6,35.7,66.1,-35.30526315789474
52.5,26.4,236.4,-26.34285714285714
68.1,12.2,284.59999999999997,-12.155947136563876
41.2,7.1,171.9,-7.027184466019417
34.7,77.7,216.5,-77.6135446685879
42.7,38.2,209.0,-38.129742388758785
23.4,22.8,116.39999999999999,-22.671794871794873
96.9,35.8,423.40000000000003,-35.769040247678014
2.1,63.2,71.60000000000001,-61.77142857142857
75.3,50.2,351.4,-50.160159362549805
1.2,16.0,20.8,-13.5
9.2,9.7,46.5,-9.373913043478261
7.2,86.6,115.39999999999999,-86.18333333333332
65.8,75.0,338.2,-74.95440729483283
72.0,10.0,298.0,-9.958333333333334
53.5,91.0,305.0,-90.94392523364486
26.1,86.4,190.8,-86.28505747126438
37.9,99.7,251.3,-99.62084432717678
27.8,90.4,201.60000000000002,-90.29208633093526
12.1,76.3,124.69999999999999,-76.05206611570247
51.4,8.1,213.7,-8.041634241245136
66.8,44.5,311.7,-44.455089820359284
3.0,89.9,101.9,-88.9
72.1,24.9,313.29999999999995,-24.858391123439667
55.6,59.2,281.6,-59.14604316546763
92.3,45.0,414.2,-44.96749729144096
53.6,48.5,262.9,-48.44402985074627
89.4,89.6,447.20000000000005,-89.56644295302013
38.3,71.0,224.2,-70.92167101827677
6.7,98.8,125.6,-98.35223880597015
95.9,96.6,480.20000000000005,-96.56871741397288
66.1,52.9,317.29999999999995,-52.85461422087746
12.5,54.6,104.6,-54.36
89.1,72.6,429.0,-72.56632996632996
62.1,2.0,250.4,-1.9516908212560387
79.6,57.5,375.9,-57.462311557788944
54.1,83.5,299.9,-83.4445471349353
70.9,89.8,373.40000000000003,-89.75768688293371
75.3,21.1,322.3,-21.0601593625498
37.8,80.5,231.7,-80.42063492063492
63.4,29.2,282.8,-29.152681388012617
63.9,13.2,268.8,-13.153051643192487
74.8,28.5,327.7,-28.459893048128343
18.9,66.1,141.7,-65.94126984126983
41.1,61.0,225.4,-60.92700729927007
54.9,56.6,276.2,-56.54535519125683
72.6,95.6,386.0,-95.55867768595041
72.7,60.6,351.40000000000003,-60.55873452544704
70.4,19.0,300.6,-18.957386363636363
47.7,73.0,263.8,-72.937106918239
49.7,12.5,211.3,-12.439637826961771
29.7,37.0,155.8,-36.898989898989896
53.7,50.3,265.1,-50.24413407821229
42.9,86.1,257.7,-86.03006993006993
49.3,77.4,274.6,-77.33914807302232
41.3,92.3,257.5,-92.2273607748184
57.4,2.6,232.2,-2.547735191637631
49.9,81.5,281.1,-81.43987975951904
76.0,88.4,392.4,-88.36052631578949
52.6,1.8,212.20000000000002,-1.7429657794676807
3.0,94.7,106.7,-93.7
92.4,6.5,376.1,-6.467532467532467
89.9,56.8,416.40000000000003,-56.766629588431584
92.1,68.7,437.09999999999997,-68.66742671009773
44.0,80.9,256.9,-80.83181818181819
98.1,36.8,429.2,-36.76941896024464
59.0,59.4,295.4,-59.34915254237288
2.1,56.6,65.0,-55.17142857142857
61.9,56.2,303.8,-56.15153473344104
95.1,6.3,386.7,-6.268454258675079
15.7,65.7,128.5,-65.50891719745223
21.6,34.2,120.60000000000001,-34.06111111111112
86.9,23.6,371.20000000000005,-23.56547756041427
67.8,94.4,365.6,-94.35575221238939
30.0,6.6,126.6,-6.5
76.2,65.2,370.0,-65.16062992125984
33.3,26.6,159.79999999999998,-26.50990990990991
77.2,77.4,386.20000000000005,-77.36113989637306
4.2,41.3,58.099999999999994,-40.58571428571428
33.7,55.3,190.10000000000002,-55.21097922848664
50.0,18.9,218.9,-18.84
31.8,86.3,213.5,-86.20566037735848
21.5,88.3,174.3,-88.16046511627907
31.3,23.5,148.7,-23.404153354632587
51.6,72.2,278.6,-72.14186046511628
69.1,34.4,310.79999999999995,-34.35658465991317
65.2,13.6,274.40000000000003,-13.55398773006135
59.6,3.5,241.9,-3.4496644295302015
23.4,52.9,146.5,-52.77179487179487
53.6,84.6,299.0,-84.54402985074627
11.3,10.4,55.6,-10.134513274336284
55.4,76.2,297.8,-76.14584837545127
32.5,50.6,180.6,-50.50769230769231
76.0,96.3,400.3,-96.26052631578948
72.9,42.5,334.1,-42.458847736625515
45.2,23.9,204.70000000000002,-23.83362831858407
18.1,12.0,84.4,-11.834254143646408
61.1,91.9,336.3,-91.85090016366613
99.0,25.8,421.8,-25.76969696969697
95.3,64.9,446.1,-64.8685204616999
56.4,19.0,244.6,-18.9468085106383
68.8,78.2,353.4,-78.15639534883721
44.1,12.4,188.8,-12.331972789115646
44.7,91.3,270.1,-91.23288590604027
3.1,11.3,23.700000000000003,-10.33225806451613
7.7,67.4,98.2,-67.01038961038961
81.0,49.3,373.3,-49.26296296296296
75.8,58.0,361.2,-57.96042216358839
38.0,96.5,248.5,-96.42105263157895
1.7,1.1,7.9,0.664705882352941
16.6,49.8,116.2,-49.619277108433735
26.2,90.5,195.3,-90.3854961832061
70.1,48.6,329.0,-48.557203994293864
31.2,12.8,137.6,-12.703846153846154
13.8,95.9,151.10000000000002,-95.68260869565218
46.7,37.5,224.3,-37.43576017130621
37.6,69.8,220.2,-69.72021276595744
40.4,53.9,215.5,-53.825742574257426
14.4,20.6,78.2,-20.39166666666667
70.9,95.9,379.5,-95.85768688293372
62.3,34.6,283.8,-34.55184590690209
85.6,72.9,415.29999999999995,-72.86495327102804
50.9,95.0,298.6,-94.9410609037328
30.6,80.7,203.10000000000002,-80.60196078431373
20.2,41.9,122.69999999999999,-41.75148514851485
96.5,94.8,480.8,-94.76891191709845
52.3,9.7,218.89999999999998,-9.64263862332696
45.5,39.2,221.2,-39.13406593406594
72.8,10.3,301.5,-10.258791208791209
45.9,99.0,282.6,-98.93464052287581
63.8,44.6,299.8,-44.55297805642633
38.9,19.3,174.9,-19.222879177377894
89.4,23.0,380.6,-22.966442953020135
80.2,47.8,368.6,-47.76259351620947
48.4,72.8,266.4,-72.73801652892561
72.1,22.3,310.7,-22.25839112343967
81.2,6.1,330.90000000000003,-6.063054187192118
86.4,35.2,380.8,-35.16527777777778
81.2,21.4,346.2,-21.363054187192116
32.2,64.6,193.4,-64.50683229813664
55.6,43.1,265.5,-43.04604316546763
43.0,31.4,203.4,-31.330232558139535
70.5,77.8,359.8,-77.75744680851064
60.5,49.3,291.3,-49.25041322314049
92.9,23.2,394.8,-23.167707212055973
67.4,8.1,277.70000000000005,-8.055489614243323
37.7,82.3,233.10000000000002,-82.22042440318302
31.6,81.0,207.4,-80.90506329113924
54.0,72.3,288.3,-72.24444444444444
48.2,83.1,275.9,-83.03775933609958
95.1,97.6,478.0,-97.56845425867508
8.6,17.6,52.0,-17.251162790697677
25.4,94.9,196.5,-94.78188976377953
82.3,49.3,378.5,-49.26354799513973
35.2,57.9,198.70000000000002,-57.814772727272725
68.0,58.6,330.6,-58.555882352941175
66.9,50.6,318.20000000000005,-50.55515695067265
77.4,85.8,395.40000000000003,-85.76124031007751
9.1,45.9,82.3,-45.57032967032967
11.9,59.5,107.1,-59.247899159663866
5.8,17.4,40.599999999999994,-16.882758620689653
27.5,74.0,184.0,-73.89090909090909
25.4,75.7,177.3,-75.58188976377953
33.0,35.1,167.1,-35.00909090909091
86.3,89.4,434.6,-89.36523754345308
72.1,23.3,311.7,-23.25839112343967
62.1,42.6,291.0,-42.55169082125604
68.3,4.1,277.3,-4.056076134699853
39.7,87.8,246.60000000000002,-87.72443324937028
90.7,81.8,444.6,-81.76692392502756
23.0,8.0,100.0,-7.869565217391305
93.4,68.6,442.20000000000005,-68.5678800856531
66.8,79.2,346.4,-79.15508982035928
70.2,85.6,366.4,-85.55726495726495
90.8,63.4,426.59999999999997,-63.36696035242291
26.5,15.2,121.2,-15.086792452830188
83.8,8.3,343.5,-8.26420047732697
39.9,44.9,204.5,-44.824812030075186
61.0,22.8,266.8,-22.750819672131147
10.5,23.6,65.6,-23.314285714285717
16.5,89.7,155.7,-89.51818181818182
76.6,52.2,358.59999999999997,-52.16083550913839
55.0,11.1,231.1,-11.045454545454545
83.5,94.7,428.7,-94.66407185628742
73.1,19.3,311.7,-19.258960328317375
65.8,50.8,314.0,-50.75440729483282
43.4,55.6,229.2,-55.53087557603687
36.2,93.7,238.5,-93.6171270718232
66.6,50.2,316.59999999999997,-50.15495495495496
33.2,43.1,175.9,-43.00963855421687
90.9,18.2,381.8,-18.166996699669966
16.6,55.3,121.7,-55.119277108433735
94.0,32.3,408.3,-32.268085106382976
2.5,18.6,28.6,-17.400000000000002
91.1,68.0,432.4,-67.96706915477498
39.1,89.6,246.0,-89.523273657289
28.0,15.1,127.1,-14.992857142857142
54.0,24.7,240.7,-24.644444444444442
28.7,6.0,120.8,-5.895470383275262
81.9,93.0,420.6,-92.96336996336996
28.8,22.7,137.9,-22.59583333333333
26.5,5.6,111.6,-5.486792452830188
75.2,85.7,386.5,-85.66010638297873
28.0,86.8,198.8,-86.69285714285714
94.9,70.6,450.20000000000005,-70.56838777660695
48.7,86.4,281.20000000000005,-86.33839835728953
97.9,2.0,393.6,-1.9693564862104187
77.0,57.9,365.9,-57.86103896103896
17.9,40.5,112.1,-40.332402234636874
75.9,32.1,335.70000000000005,-32.0604743083004
8.2,3.0,35.8,-2.6341463414634148
62.8,91.2,342.4,-91.15222929936306
24.0,56.1,152.1,-55.975
44.2,32.6,209.4,-32.53212669683258
54.1,59.8,276.2,-59.7445471349353
76.5,4.9,310.9,-4.860784313725491
91.6,20.9,387.29999999999995,-20.867248908296943
91.7,23.5,390.3,-23.467284623773175
71.7,83.9,370.70000000000005,-83.8581589958159
35.3,16.8,158.0,-16.71501416430595
18.0,72.4,144.4,-72.23333333333333
26.5,95.5,201.5,-95.38679245283019
79.8,66.7,385.9,-66.6624060150376
73.8,98.1,393.29999999999995,-98.05934959349592
11.1,91.8,136.2,-91.52972972972972
72.7,55.5,346.3,-55.45873452544704
22.5,28.5,118.5,-28.366666666666667
52.2,52.6,261.40000000000003,-52.54252873563219
83.2,84.1,416.9,-84.0639423076923
18.2,21.5,94.3,-21.335164835164836
36.7,92.5,239.3,-92.4182561307902
94.2,85.1,461.9,-85.06815286624203
38.0,38.1,190.1,-38.02105263157895
99.3,75.8,473.0,-75.76978851963746
26.8,94.2,201.4,-94.08805970149254
54.0,71.6,287.6,-71.54444444444444
48.3,22.3,215.5,-22.237888198757766
25.0,51.5,151.5,-51.38
40.9,59.7,223.3,-59.626650366748166
5.4,67.5,89.1,-66.94444444444444
98.6,81.3,475.7,-81.26957403651116
5.6,68.7,91.1,-68.16428571428571
77.6,73.0,383.4,-72.96134020618557
31.2,45.1,169.9,-45.003846153846155
60.7,9.0,251.8,-8.950576606260297
24.4,99.7,197.3,-99.57704918032788
40.3,98.5,259.7,-98.42555831265508
80.1,94.3,414.7,-94.2625468164794
27.5,30.3,140.3,-30.19090909090909
2.8,60.9,72.1,-59.82857142857143
68.7,55.9,330.7,-55.856331877729254
65.4,33.6,295.20000000000005,-33.55412844036697
96.1,8.5,392.9,-8.468782518210197
9.6,97.5,135.9,-97.1875
88.2,13.5,366.3,-13.465986394557824
2.8,54.4,65.6,-53.32857142857143
57.7,51.1,281.90000000000003,-51.04800693240902
75.5,51.3,353.3,-51.26026490066225
52.7,76.8,287.6,-76.74307400379506
38.5,79.1,233.1,-79.02207792207791
31.0,79.2,203.2,-79.10322580645162
2.9,99.1,110.69999999999999,-98.06551724137931
26.5,20.2,126.2,-20.08679245283019
82.7,67.9,398.70000000000005,-67.86372430471584
65.1,2.6,263.0,-2.5539170506912443
44.3,60.2,237.39999999999998,-60.13227990970655
77.4,57.6,367.20000000000005,-57.56124031007752
80.8,46.7,369.9,-46.662871287128716
86.5,26.3,372.3,-26.265317919075144
77.7,42.7,353.5,-42.661389961389965
22.6,66.9,157.3,-66.76725663716815
44.2,68.5,245.3,-68.43212669683258
4.7,89.6,108.39999999999999,-88.96170212765956
23.6,7.3,101.7,-7.172881355932203
20.1,79.9,160.3,-79.75074626865673
98.0,71.9,463.9,-71.86938775510205
28.0,14.3,126.3,-14.192857142857143
76.1,54.2,358.59999999999997,-54.16057818659659
49.7,14.3,213.10000000000002,-14.239637826961772
59.3,89.3,326.5,-89.24940978077571
58.6,65.7,300.1,-65.64880546075085
53.2,14.2,227.0,-14.14360902255639
50.4,67.2,268.8,-67.14047619047619
27.1,23.4,131.8,-23.289298892988928
44.0,61.0,237.0,-60.93181818181818
79.8,27.1,346.3,-27.062406015037595
3.3,13.4,26.6,-12.490909090909092
33.0,52.9,184.9,-52.809090909090905
88.2,67.9,420.70000000000005,-67.86598639455782
78.3,35.7,348.9,-35.661685823754794
98.2,73.8,466.6,-73.76945010183299
51.7,25.0,231.8,-24.941972920696326
28.5,77.2,191.2,-77.09473684210526
48.9,56.9,252.5,-56.83865030674846
45.4,38.8,220.39999999999998,-38.733920704845815
59.2,67.7,304.5,-67.64932432432433
47.1,26.0,214.4,-25.936305732484076
69.2,58.1,334.90000000000003,-58.056647398843936
34.3,95.7,232.89999999999998,-95.61253644314868
98.5,11.9,405.9,-11.869543147208121
9.9,47.0,86.6,-46.696969696969695
82.6,71.9,402.29999999999995,-71.8636803874092
49.1,29.0,225.4,-28.938900203665987
71.4,43.2,328.8,-43.15798319327731
1.4,73.4,79.0,-71.25714285714287
95.1,56.1,436.5,-56.06845425867508
79.4,72.3,389.90000000000003,-72.26221662468514
38.5,66.9,220.9,-66.82207792207792
86.1,26.1,370.5,-26.06515679442509
72.5,21.6,311.6,-21.558620689655175
57.1,94.4,322.8,-94.34746059544659
83.1,76.4,408.79999999999995,-76.36389891696751
6.9,10.5,38.1,-10.065217391304348
78.2,20.0,332.8,-19.9616368286445
29.6,2.2,120.60000000000001,-2.098648648648649
81.8,36.9,364.09999999999997,-36.86332518337408
97.6,75.2,465.59999999999997,-75.16926229508196
53.9,94.0,309.6,-93.9443413729128
20.9,77.6,161.2,-77.45645933014353
8.6,79.0,113.4,-78.65116279069767
16.8,37.8,105.0,-37.62142857142857
3.9,64.4,80.0,-63.63076923076924
6.6,97.9,124.30000000000001,-97.44545454545455
56.3,34.4,259.59999999999997,-34.34671403197158
61.3,95.1,340.29999999999995,-95.0510603588907
42.7,92.2,263.0,-92.12974238875879
6.7,86.1,112.89999999999999,-85.65223880597014
51.7,28.2,235.0,-28.141972920696325
94.4,51.7,429.3,-51.668220338983055
94.7,14.1,392.90000000000003,-14.06832101372756
8.7,61.4,96.19999999999999,-61.0551724137931
79.1,34.9,351.29999999999995,-34.86207332490518
40.3,87.3,248.5,-87.22555831265508
